408.3609984	-1539.023036	10	150
56.57074768	-1528.714762	10	150
493.4798233	-1462.44652	10	150
362.973253	-1462.747397	10	150
511.7775437	-1443.515783	10	150
413.7826798	-1404.799183	10	150
533.0955301	-1422.533451	10	150
549.9379143	-1402.284225	10	150
587.7592507	-1374.69891	10	150
469.6432607	-1386.28067	10	150
553.153457	-1350.60494	10	150
75.14937171	-1369.998994	10	150
139.8379141	-1369.269158	10	150
417.9487334	-1354.634808	10	150
485.7375089	-1338.940644	10	150
516.0258002	-1267.629902	10	150
93.02385507	-1259.138179	10	150
146.781219	-1259.29296	10	150
-113.2914833	-1255.81524	10	150
446.7394631	-1245.346173	10	150
-182.7597424	-1239.182495	10	150
62.43336253	-1244.026511	10	150
146.4760285	-1226.664743	10	150
92.97123607	-1226.761481	10	150
187.5475855	-1242.297236	10	150
608.7193621	-1281.870313	10	150
-93.30366876	-1226.367494	10	150
-127.5309638	-1223.398516	10	150
-158.2601049	-1214.781687	10	150
-243.4117283	-1209.631666	10	150
92.8578742	-1197.580684	10	150
146.5352268	-1198.090804	10	150
-187.0090984	-1203.95664	10	150
-214.8601208	-1190.225632	10	150
-141.6939551	-1174.057636	10	150
92.2696489	-1168.790158	10	150
146.4221428	-1168.606877	10	150
61.10679418	-1183.430192	10	150
547.9224602	-1164.89906	10	150
187.0017101	-1180.545239	10	150
-244.4071641	-1176.197433	10	150
655.9104257	-1211.032516	10	150
-315.0445985	-1152.300004	10	150
-276.6269796	-1149.070031	10	150
-93.33840873	-1156.761309	10	150
-141.6131114	-1139.377707	10	150
160.7342961	-1138.257225	10	150
91.13929481	-1139.192294	10	150
446.6595906	-1170.49801	10	150
681.1814375	-1138.257942	10	150
795.0599196	-1154.534318	10	150
-296.6837275	-1128.750171	10	150
-224.5175476	-1123.75314	10	150
86.29563404	-1105.877014	10	150
146.4537035	-1105.448171	10	150
-173.3999859	-1104.527017	10	150
-350.4827369	-1111.09764	10	150
-110.7965768	-1103.22458	10	150
551.0739043	-1101.148937	10	150
-310.1575259	-1103.578638	10	150
-236.8125678	-1099.80035	10	150
187.1857035	-1091.727578	10	150
752.6234632	-1111.705081	10	150
-327.6315513	-1080.130681	10	150
143.6642767	-1069.481114	10	150
605.0548714	-1084.329342	10	150
84.92296727	-1068.877405	10	150
710.4271579	-1078.061242	10	150
-249.0045902	-1073.742814	10	150
-185.6190546	-1073.134377	10	150
-109.7974819	-1069.789416	10	150
551.0760946	-1056.350169	10	150
444.7243802	-1077.696115	10	150
746.8758759	-1043.798889	10	150
-197.5303521	-1048.727655	10	150
-268.7286834	-1050.715674	10	150
-122.0044594	-1037.01777	10	150
108.5627254	-1034.997886	10	150
170.1127183	-1034.894368	10	150
935.4764509	-1029.820375	10	150
518.2453223	-1014.459667	10	150
-400.8208032	-1020.808422	10	150
5.839560798	-1002.314261	10	150
-204.8981421	-1018.877024	10	150
397.1339367	-1007.978762	10	150
-361.62674	-1017.057588	10	150
61.85862373	-1015.626433	10	150
164.8976123	-1000.393393	10	150
106.0800679	-1000.386702	10	150
-375.1756305	-990.7143342	10	150
-293.4244911	-984.2523546	10	150
-383.1598958	-963.238484	10	150
-420.15679	-964.7070107	10	150
-307.2904696	-957.5639385	10	150
-232.9657322	-952.2339241	10	150
172.3330241	-929.0229559	10	150
