OBJECTID,名称,建造时间,建筑面积,层数,结构类型,层高,特殊情况,结构功能,占地面积
162,新北川建筑,2010,544.8957649,6,0,3.3,无,住宅,544.8957649
163,新北川建筑,2010,816.6420592,6,0,3.3,无,住宅,816.6420592
164,新北川建筑,2010,958.343881,6,0,3.3,无,住宅,958.343881
165,新北川建筑,2010,1164.832689,6,0,3.3,无,住宅,1164.832689
166,新北川建筑,2010,759.5618452,6,0,3.3,无,住宅,759.5618452
167,新北川建筑,2010,971.4392998,6,0,3.3,无,住宅,971.4392998
168,新北川建筑,2010,85.12678093,1,0,3.6,无,住宅,85.12678093
169,新北川建筑,2010,2122.279877,1,0,10,无,住宅,2122.279877
170,新北川建筑,2010,3086.185644,1,0,10,无,住宅,3086.185644
171,新北川建筑,2010,962.9614218,6,0,3.3,无,住宅,962.9614218
172,新北川建筑,2010,672.9136925,6,0,3.3,无,住宅,672.9136925
173,新北川建筑,2010,903.1405716,6,0,3.3,无,住宅,903.1405716
174,新北川建筑,2010,630.2689102,6,0,3.3,无,住宅,630.2689102
175,新北川建筑,2010,964.313388,6,0,3.3,无,住宅,964.313388
176,新北川建筑,2010,1508.632908,6,0,3.3,无,住宅,1508.632908
177,新北川建筑,2010,780.6244641,6,0,3.3,无,住宅,780.6244641
178,新北川建筑,2010,2643.52221,1,0,10,无,住宅,2643.52221
179,新北川建筑,2010,8829.776709,1,0,10,无,住宅,8829.776709
180,新北川建筑,2010,2918.02565,1,0,10,无,住宅,2918.02565
181,新北川建筑,2010,2996.71976,1,0,10,无,住宅,2996.71976
182,新北川建筑,2010,765.0582633,6,0,3.3,无,住宅,765.0582633
183,新北川建筑,2010,1005.675007,3,0,3.6,无,住宅,1005.675007
184,新北川建筑,2010,729.7305238,6,0,3.3,无,住宅,729.7305238
185,新北川建筑,2010,916.5289973,3,0,3.6,无,住宅,916.5289973
186,新北川建筑,2010,2998.168731,1,0,10,无,住宅,2998.168731
187,新北川建筑,2010,1698.480129,5,0,3.6,无,住宅,1698.480129
188,新北川建筑,2010,2086.464094,5,0,3.6,无,住宅,2086.464094
189,新北川建筑,2010,863.5707872,6,0,3.3,无,住宅,863.5707872
190,新北川建筑,2010,1065.995499,6,0,3.3,无,住宅,1065.995499
191,新北川建筑,2010,1155.632066,6,0,3.3,无,住宅,1155.632066
192,新北川建筑,2010,717.2574296,6,0,3.3,无,住宅,717.2574296
193,新北川建筑,2010,268.4685662,1,0,3.6,无,住宅,268.4685662
194,新北川建筑,2010,2190.879384,1,0,10,无,住宅,2190.879384
195,新北川建筑,2010,621.0654915,4,0,3.6,无,住宅,621.0654915
196,新北川建筑,2010,1410.895596,4,0,3.6,无,住宅,1410.895596
197,新北川建筑,2010,1200.187091,4,0,3.6,无,住宅,1200.187091
198,新北川建筑,2010,1243.850135,4,0,3.6,无,住宅,1243.850135
199,新北川建筑,2010,699.0294081,6,0,3.3,无,住宅,699.0294081
200,新北川建筑,2010,1100.969508,6,0,3.3,无,住宅,1100.969508
201,新北川建筑,2010,778.160742,6,0,3.3,无,住宅,778.160742
202,新北川建筑,2010,71.38038201,1,0,3.6,无,住宅,71.38038201
203,新北川建筑,2010,462.9532552,2,0,3.6,无,住宅,462.9532552
204,新北川建筑,2010,76.3115293,1,0,3.6,无,住宅,76.3115293
205,新北川建筑,2010,661.1613341,2,0,3.6,无,住宅,661.1613341
206,新北川建筑,2010,892.3579495,6,0,3.6,无,住宅,892.3579495
207,新北川建筑,2010,1147.909397,3,0,3.6,无,住宅,1147.909397
208,新北川建筑,2010,241.7965691,2,0,3.6,无,住宅,241.7965691
209,新北川建筑,2010,1346.40233,2,0,3.6,无,住宅,1346.40233
210,新北川建筑,2010,1421.466277,7,1,3.6,无,住宅,1421.466277
211,新北川建筑,2010,411.5346148,3,0,3.6,无,住宅,411.5346148
213,新北川建筑,2010,1052.34358,2,0,3.6,无,住宅,1052.34358
214,新北川建筑,2010,3524.909024,1,0,10,无,住宅,3524.909024
215,新北川建筑,2010,904.7647742,1,0,10,无,住宅,904.7647742
216,新北川建筑,2010,4579.0732,1,0,10,无,住宅,4579.0732
217,新北川建筑,2010,1244.814754,1,0,10,无,住宅,1244.814754
218,新北川建筑,2010,5927.639401,1,0,10,无,住宅,5927.639401
219,新北川建筑,2010,57.89299624,1,0,3.6,无,住宅,57.89299624
220,新北川建筑,2010,757.6423751,4,0,3.6,无,住宅,757.6423751
221,新北川建筑,2010,7776.678288,1,0,10,无,住宅,7776.678288
222,新北川建筑,2010,199.4771993,2,0,3.6,无,住宅,199.4771993
223,新北川建筑,2010,631.7904073,3,0,3.6,无,住宅,631.7904073
224,新北川建筑,2010,728.6655754,5,0,3.6,无,住宅,728.6655754
225,新北川建筑,2010,144.8642793,1,0,3.6,无,住宅,144.8642793
226,新北川建筑,2010,832.5157193,3,0,3.6,无,住宅,832.5157193
228,新北川建筑,2010,1100.376638,11,1,3.6,无,住宅,1100.376638
229,新北川建筑,2010,3977.441622,1,0,10,无,住宅,3977.441622
230,新北川建筑,2010,736.6701331,2,0,3.6,无,住宅,736.6701331
231,新北川建筑,2010,3948.343566,1,0,10,无,住宅,3948.343566
232,新北川建筑,2010,254.930429,3,0,3.6,无,住宅,254.930429
234,新北川建筑,2010,312.0274913,1,0,3.6,无,住宅,312.0274913
235,新北川建筑,2010,287.2947433,4,0,3.6,无,住宅,287.2947433
236,新北川建筑,2010,1201.640317,11,1,3.6,无,住宅,1201.640317
237,新北川建筑,2010,239.85352,1,0,3.6,无,住宅,239.85352
238,新北川建筑,2010,833.0755377,2,0,3.6,无,住宅,833.0755377
239,新北川建筑,2010,4413.34286,4,0,3.6,无,住宅,4413.34286
240,新北川建筑,2010,4526.69002,4,0,3.6,无,住宅,4526.69002
241,新北川建筑,2010,179.662873,2,0,3.6,无,住宅,179.662873
242,新北川建筑,2010,2013.879449,4,0,3.6,无,住宅,2013.879449
243,新北川建筑,2010,2453.134894,3,0,3.6,无,住宅,2453.134894
244,新北川建筑,2010,1857.142434,11,1,3.6,无,住宅,1857.142434
245,新北川建筑,2010,1450.604471,3,0,3.6,无,住宅,1450.604471
246,新北川建筑,2010,4030.140591,1,0,10,无,住宅,4030.140591
247,新北川建筑,2010,3988.076963,1,0,10,无,住宅,3988.076963
248,新北川建筑,2010,588.514632,2,0,3.6,无,住宅,588.514632
249,新北川建筑,2010,5589.742817,1,0,10,无,住宅,5589.742817
250,新北川建筑,2010,1306.218507,5,0,3.6,无,住宅,1306.218507
251,新北川建筑,2010,1267.049322,5,0,3.6,无,住宅,1267.049322
252,新北川建筑,2010,1274.507808,4,0,3.6,无,住宅,1274.507808
253,新北川建筑,2010,3646.726922,11,1,3.6,无,住宅,3646.726922
254,新北川建筑,2010,1776.626779,2,0,3.6,无,住宅,1776.626779
255,新北川建筑,2010,15015.51454,1,0,10,无,住宅,15015.51454
256,新北川建筑,2010,817.8211336,2,0,3.6,无,住宅,817.8211336
257,新北川建筑,2010,718.0879769,3,0,3.6,无,住宅,718.0879769
258,新北川建筑,2010,2379.337108,3,0,3.6,无,住宅,2379.337108
259,新北川建筑,2010,1453.786181,4,0,3.6,无,住宅,1453.786181
260,新北川建筑,2010,1951.43476,3,0,3.6,无,住宅,1951.43476
261,新北川建筑,2010,1699.556476,2,0,3.6,无,住宅,1699.556476
262,新北川建筑,2010,1654.909961,3,0,3.6,无,住宅,1654.909961
263,新北川建筑,2010,1887.384593,3,0,3.6,无,住宅,1887.384593
264,新北川建筑,2010,424.7307988,3,0,3.6,无,住宅,424.7307988
265,新北川建筑,2010,888.0278819,3,0,3.6,无,住宅,888.0278819
266,新北川建筑,2010,2117.77864,5,0,3.6,无,住宅,2117.77864
267,新北川建筑,2010,2288.156858,3,0,3.6,无,住宅,2288.156858
268,新北川建筑,2010,2174.841718,5,0,3.6,无,住宅,2174.841718
269,新北川建筑,2010,1893.915349,9,1,3.3,无,住宅,1893.915349
270,新北川建筑,2010,1195.182702,3,0,3.6,无,住宅,1195.182702
271,新北川建筑,2010,702.0009744,3,0,3.6,无,住宅,702.0009744
272,新北川建筑,2010,906.6036115,3,0,3.6,无,住宅,906.6036115
273,新北川建筑,2010,2390.366196,1,0,10,无,住宅,2390.366196
274,新北川建筑,2010,834.5725186,3,0,3.6,无,住宅,834.5725186
275,新北川建筑,2010,1809.874992,5,0,3.6,无,住宅,1809.874992
276,新北川建筑,2010,308.867767,1,0,3.6,无,住宅,308.867767
277,新北川建筑,2010,1829.583623,5,0,3.6,无,住宅,1829.583623
278,新北川建筑,2010,356.1857778,9,1,3.3,无,住宅,356.1857778
279,新北川建筑,2010,1094.65605,3,0,3.6,无,住宅,1094.65605
280,新北川建筑,2010,635.2739231,3,0,3.6,无,住宅,635.2739231
281,新北川建筑,2010,1794.15057,3,0,3.6,无,住宅,1794.15057
282,新北川建筑,2010,124.7824915,3,0,3.6,无,住宅,124.7824915
283,新北川建筑,2010,83.78835303,3,0,3.6,无,住宅,83.78835303
284,新北川建筑,2010,2459.800432,4,0,3.6,无,住宅,2459.800432
285,新北川建筑,2010,266.6800111,9,1,3.3,无,住宅,266.6800111
286,新北川建筑,2010,1158.288836,3,0,3.6,无,住宅,1158.288836
287,新北川建筑,2010,832.841502,9,1,3.3,无,住宅,832.841502
288,新北川建筑,2010,4489.054162,3,0,3.6,无,住宅,4489.054162
289,新北川建筑,2010,4625.13566,3,0,3.6,无,住宅,4625.13566
290,新北川建筑,2010,6219.485553,1,0,10,无,住宅,6219.485553
291,新北川建筑,2010,814.7835874,3,0,3.6,无,住宅,814.7835874
292,新北川建筑,2010,389.4412418,9,1,3.3,无,住宅,389.4412418
293,新北川建筑,2010,1081.324122,5,0,3.6,无,住宅,1081.324122
294,新北川建筑,2010,2110.676333,3,0,3.6,无,住宅,2110.676333
295,新北川建筑,2010,221.8985311,2,0,3.6,无,住宅,221.8985311
296,新北川建筑,2010,863.2075235,3,0,3.6,无,住宅,863.2075235
297,新北川建筑,2010,1434.242694,3,0,3.6,无,住宅,1434.242694
298,新北川建筑,2010,824.3259487,9,1,3.3,无,住宅,824.3259487
299,新北川建筑,2010,633.2877964,9,1,3.3,无,住宅,633.2877964
300,新北川建筑,2010,112.5893749,3,0,3.6,无,住宅,112.5893749
301,新北川建筑,2010,1255.11121,3,0,3.6,无,住宅,1255.11121
302,新北川建筑,2010,14691.28093,2,0,3.6,无,住宅,14691.28093
303,新北川建筑,2010,7975.830884,3,0,3.6,无,住宅,7975.830884
304,新北川建筑,2010,629.7134715,2,0,3.6,无,住宅,629.7134715
305,新北川建筑,2010,6013.496625,3,0,3.6,无,住宅,6013.496625
306,新北川建筑,2010,295.8406058,2,0,3.6,无,住宅,295.8406058
307,新北川建筑,2010,371.4982743,3,0,3.6,无,住宅,371.4982743
308,新北川建筑,2010,14137.95388,1,0,10,无,住宅,14137.95388
309,新北川建筑,2010,1384.598517,6,0,3.6,无,住宅,1384.598517
310,新北川建筑,2010,313.587962,3,0,3.6,无,住宅,313.587962
311,新北川建筑,2010,198.9835772,1,0,3.6,无,住宅,198.9835772
312,新北川建筑,2010,316.3592528,1,0,3.6,无,住宅,316.3592528
313,新北川建筑,2010,1027.515044,3,0,3.6,无,住宅,1027.515044
314,新北川建筑,2010,425.9427104,3,0,3.6,无,住宅,425.9427104
315,新北川建筑,2010,596.9026555,3,0,3.6,无,住宅,596.9026555
316,新北川建筑,2010,702.624277,3,0,3.6,无,住宅,702.624277
317,新北川建筑,2010,254.3510941,3,0,3.6,无,住宅,254.3510941
318,新北川建筑,2010,1352.953686,3,0,3.6,无,住宅,1352.953686
319,新北川建筑,2010,1195.361778,3,0,3.6,无,住宅,1195.361778
320,新北川建筑,2010,367.0453632,2,0,3.6,无,住宅,367.0453632
321,新北川建筑,2010,930.3272894,3,0,3.6,无,住宅,930.3272894
322,新北川建筑,2010,669.626443,6,0,3.3,无,住宅,669.626443
323,新北川建筑,2010,1074.989208,6,0,3.3,无,住宅,1074.989208
324,新北川建筑,2010,625.9303297,4,0,3.6,无,住宅,625.9303297
325,新北川建筑,2010,756.0694301,4,0,3.6,无,住宅,756.0694301
326,新北川建筑,2010,1243.788286,4,0,3.6,无,住宅,1243.788286
327,新北川建筑,2010,953.102356,8,1,3.3,无,住宅,953.102356
328,新北川建筑,2010,1395.228835,8,1,3.3,无,住宅,1395.228835
329,新北川建筑,2010,1432.356392,4,0,3.6,无,住宅,1432.356392
330,新北川建筑,2010,699.3602383,6,0,3.3,无,住宅,699.3602383
331,新北川建筑,2010,669.4192694,6,0,3.3,无,住宅,669.4192694
332,新北川建筑,2010,1511.800761,4,0,3.6,无,住宅,1511.800761
333,新北川建筑,2010,353.7253929,3,0,3.6,无,住宅,353.7253929
334,新北川建筑,2010,8792.84525,3,0,3.6,无,住宅,8792.84525
335,新北川建筑,2010,967.1486388,6,0,3.3,无,住宅,967.1486388
336,新北川建筑,2010,1002.438387,6,0,3.3,无,住宅,1002.438387
337,新北川建筑,2010,3424.356812,6,0,3.6,无,住宅,3424.356812
338,新北川建筑,2010,524.1416174,3,0,3.6,无,住宅,524.1416174
339,新北川建筑,2010,444.629386,1,0,3.6,无,住宅,444.629386
340,新北川建筑,2010,632.0612999,3,0,3.6,无,住宅,632.0612999
341,新北川建筑,2010,1102.921472,4,0,3.6,无,住宅,1102.921472
342,新北川建筑,2010,2237.153904,10,1,3.3,无,住宅,2237.153904
343,新北川建筑,2010,1077.648759,6,0,3.3,无,住宅,1077.648759
344,新北川建筑,2010,726.0163658,6,0,3.3,无,住宅,726.0163658
345,新北川建筑,2010,220.5327865,2,0,3.6,无,住宅,220.5327865
346,新北川建筑,2010,1132.593646,8,1,3.3,无,住宅,1132.593646
347,新北川建筑,2010,12484.76133,2,0,3.6,无,住宅,12484.76133
348,新北川建筑,2010,326.0494384,3,0,3.6,无,住宅,326.0494384
349,新北川建筑,2010,2453.97169,3,0,3.6,无,住宅,2453.97169
350,新北川建筑,2010,306.5919777,2,0,3.6,无,住宅,306.5919777
351,新北川建筑,2010,1501.786751,4,0,3.6,无,住宅,1501.786751
352,新北川建筑,2010,626.366435,3,0,3.6,无,住宅,626.366435
353,新北川建筑,2010,640.6906564,6,0,3.3,无,住宅,640.6906564
354,新北川建筑,2010,645.7875313,6,0,3.3,无,住宅,645.7875313
355,新北川建筑,2010,873.4848586,4,0,3.6,无,住宅,873.4848586
356,新北川建筑,2010,694.2992151,6,0,3.3,无,住宅,694.2992151
357,新北川建筑,2010,1056.229549,6,0,3.3,无,住宅,1056.229549
358,新北川建筑,2010,1221.313616,10,1,3.3,无,住宅,1221.313616
359,新北川建筑,2010,1148.356738,5,0,3.6,无,住宅,1148.356738
360,新北川建筑,2010,901.8733748,4,0,3.6,无,住宅,901.8733748
361,新北川建筑,2010,550.8302716,3,0,3.6,无,住宅,550.8302716
362,新北川建筑,2010,346.8567945,2,0,3.6,无,住宅,346.8567945
363,新北川建筑,2010,642.2180224,6,0,3.3,无,住宅,642.2180224
364,新北川建筑,2010,1085.955975,3,0,3.6,无,住宅,1085.955975
365,新北川建筑,2010,1446.6401,1,0,4.5,无,住宅,1446.6401
366,新北川建筑,2010,711.5614435,6,0,3.3,无,住宅,711.5614435
367,新北川建筑,2010,2725.195357,5,0,3.6,无,住宅,2725.195357
368,新北川建筑,2010,1081.949592,6,0,3.3,无,住宅,1081.949592
369,新北川建筑,2010,1086.19138,5,0,3.6,无,住宅,1086.19138
370,新北川建筑,2010,1081.876124,8,1,3.3,无,住宅,1081.876124
371,新北川建筑,2010,675.0906248,4,0,3.6,无,住宅,675.0906248
372,新北川建筑,2010,637.5434972,4,0,3.6,无,住宅,637.5434972
373,新北川建筑,2010,1152.380226,10,1,3.3,无,住宅,1152.380226
374,新北川建筑,2010,572.3404061,6,0,3.3,无,住宅,572.3404061
375,新北川建筑,2010,596.0711207,6,0,3.3,无,住宅,596.0711207
376,新北川建筑,2010,627.4898317,6,0,3.3,无,住宅,627.4898317
377,新北川建筑,2010,797.499658,4,0,3.6,无,住宅,797.499658
378,新北川建筑,2010,943.8027066,6,0,3.3,无,住宅,943.8027066
379,新北川建筑,2010,956.4813586,4,0,3.6,无,住宅,956.4813586
380,新北川建筑,2010,1158.960504,6,0,3.3,无,住宅,1158.960504
381,新北川建筑,2010,1059.950057,6,0,3.3,无,住宅,1059.950057
382,新北川建筑,2010,851.9947616,11,1,3.3,无,住宅,851.9947616
383,新北川建筑,2010,1099.837752,5,0,3.6,无,住宅,1099.837752
384,新北川建筑,2010,1065.304346,5,0,3.6,无,住宅,1065.304346
385,新北川建筑,2010,386.089706,9,1,3.3,无,住宅,386.089706
386,新北川建筑,2010,1946.81868,4,0,3.6,无,住宅,1946.81868
387,新北川建筑,2010,1959.704071,3,0,3.6,无,住宅,1959.704071
388,新北川建筑,2010,733.8672969,1,0,3.6,无,住宅,733.8672969
389,新北川建筑,2010,338.5204454,1,0,3.6,无,住宅,338.5204454
390,新北川建筑,2010,477.6327117,11,1,3.3,无,住宅,477.6327117
391,新北川建筑,2010,1876.186577,3,0,3.6,无,住宅,1876.186577
392,新北川建筑,2010,960.1332271,4,0,3.6,无,住宅,960.1332271
393,新北川建筑,2010,818.0204712,6,0,3.3,无,住宅,818.0204712
394,新北川建筑,2010,847.2656505,6,0,3.3,无,住宅,847.2656505
395,新北川建筑,2010,902.4222058,6,0,3.3,无,住宅,902.4222058
396,新北川建筑,2010,938.8661042,6,0,3.3,无,住宅,938.8661042
397,新北川建筑,2010,1139.637664,3,0,3.6,无,住宅,1139.637664
398,新北川建筑,2010,310.7349181,12,1,3.3,无,住宅,310.7349181
399,新北川建筑,2010,3267.026148,1,0,4.5,无,住宅,3267.026148
400,新北川建筑,2010,975.6723917,6,0,3.3,无,住宅,975.6723917
401,新北川建筑,2010,983.0055547,4,0,3.6,无,住宅,983.0055547
402,新北川建筑,2010,1005.651752,6,0,3.3,无,住宅,1005.651752
403,新北川建筑,2010,467.357703,6,0,3.3,无,住宅,467.357703
404,新北川建筑,2010,866.2290048,6,0,3.3,无,住宅,866.2290048
405,新北川建筑,2010,696.1973437,6,0,3.3,无,住宅,696.1973437
406,新北川建筑,2010,820.472433,6,0,3.3,无,住宅,820.472433
407,新北川建筑,2010,1258.531976,10,1,3.3,无,住宅,1258.531976
408,新北川建筑,2010,2480.548919,1,0,4.5,无,住宅,2480.548919
409,新北川建筑,2010,5108.796771,3,0,3.6,无,住宅,5108.796771
410,新北川建筑,2010,1224.46589,6,0,3.3,无,住宅,1224.46589
411,新北川建筑,2010,1512.179156,4,0,3.6,无,住宅,1512.179156
412,新北川建筑,2010,698.0945384,6,0,3.3,无,住宅,698.0945384
413,新北川建筑,2010,807.362786,3,0,3.6,无,住宅,807.362786
414,新北川建筑,2010,2130.928953,3,0,3.6,无,住宅,2130.928953
415,新北川建筑,2010,926.6595882,6,0,3.3,无,住宅,926.6595882
416,新北川建筑,2010,923.6519716,6,0,3.3,无,住宅,923.6519716
417,新北川建筑,2010,884.1555008,6,0,3.3,无,住宅,884.1555008
418,新北川建筑,2010,974.2758712,4,0,3.6,无,住宅,974.2758712
419,新北川建筑,2010,1311.135683,6,0,3.3,无,住宅,1311.135683
420,新北川建筑,2010,929.24163,6,0,3.3,无,住宅,929.24163
421,新北川建筑,2010,4860.922483,4,0,3.6,无,住宅,4860.922483
422,新北川建筑,2010,1097.400391,6,0,3.3,无,住宅,1097.400391
423,新北川建筑,2010,1158.747307,6,0,3.3,无,住宅,1158.747307
424,新北川建筑,2010,842.7112857,5,0,3.6,无,住宅,842.7112857
425,新北川建筑,2010,630.4859388,6,0,3.3,无,住宅,630.4859388
426,新北川建筑,2010,673.4138108,6,0,3.3,无,住宅,673.4138108
427,新北川建筑,2010,902.9224901,6,0,3.3,无,住宅,902.9224901
428,新北川建筑,2010,936.831129,6,0,3.3,无,住宅,936.831129
429,新北川建筑,2010,1028.12564,6,0,3.3,无,住宅,1028.12564
430,新北川建筑,2010,820.0443258,6,0,3.3,无,住宅,820.0443258
431,新北川建筑,2010,1684.028561,3,0,3.6,无,住宅,1684.028561
432,新北川建筑,2010,714.6890891,6,0,3.3,无,住宅,714.6890891
433,新北川建筑,2010,934.0670279,6,0,3.3,无,住宅,934.0670279
434,新北川建筑,2010,1133.72249,6,0,3.3,无,住宅,1133.72249
435,新北川建筑,2010,971.6997659,5,0,3.6,无,住宅,971.6997659
436,新北川建筑,2010,1163.741941,6,0,3.3,无,住宅,1163.741941
437,新北川建筑,2010,1048.24142,6,0,3.3,无,住宅,1048.24142
438,新北川建筑,2010,845.3836572,6,0,3.3,无,住宅,845.3836572
439,新北川建筑,2010,708.6978664,6,0,3.3,无,住宅,708.6978664
440,新北川建筑,2010,987.2814439,6,0,3.3,无,住宅,987.2814439
441,新北川建筑,2010,822.0025571,3,0,3.6,无,住宅,822.0025571
442,新北川建筑,2010,664.0582633,6,0,3.3,无,住宅,664.0582633
443,新北川建筑,2010,1355.379997,6,0,3.3,无,住宅,1355.379997
444,新北川建筑,2010,1907.018674,3,0,3.6,无,住宅,1907.018674
445,新北川建筑,2010,1325.964184,6,0,3.3,无,住宅,1325.964184
446,新北川建筑,2010,1541.058613,6,0,3.3,无,住宅,1541.058613
447,新北川建筑,2010,597.5882264,6,0,3.3,无,住宅,597.5882264
448,新北川建筑,2010,1031.633183,6,0,3.3,无,住宅,1031.633183
449,新北川建筑,2010,1056.295245,6,0,3.3,无,住宅,1056.295245
450,新北川建筑,2010,1027.713739,6,0,3.3,无,住宅,1027.713739
451,新北川建筑,2010,1734.911322,4,0,3.6,无,住宅,1734.911322
452,新北川建筑,2010,770.4404081,6,0,3.3,无,住宅,770.4404081
453,新北川建筑,2010,1203.704532,6,0,3.3,无,住宅,1203.704532
454,新北川建筑,2010,1609.958381,3,0,3.6,无,住宅,1609.958381
455,新北川建筑,2010,1469.802997,5,0,3.6,无,住宅,1469.802997
456,新北川建筑,2010,4384.088401,3,0,3.6,无,住宅,4384.088401
457,新北川建筑,2010,1206.363977,6,0,3.3,无,住宅,1206.363977
458,新北川建筑,2010,1095.083368,6,0,3.3,无,住宅,1095.083368
459,新北川建筑,2010,525.1828367,2,0,3.6,无,住宅,525.1828367
460,新北川建筑,2010,490.3529326,3,0,3.6,无,住宅,490.3529326
461,新北川建筑,2010,1787.218772,2,0,3.6,无,住宅,1787.218772
462,新北川建筑,2010,1134.115554,3,0,3.6,无,住宅,1134.115554
463,新北川建筑,2010,1004.239425,6,0,3.3,无,住宅,1004.239425
464,新北川建筑,2010,752.0619326,6,0,3.3,无,住宅,752.0619326
465,新北川建筑,2010,699.5612744,6,0,3.3,无,住宅,699.5612744
466,新北川建筑,2010,708.9051783,6,0,3.3,无,住宅,708.9051783
467,新北川建筑,2010,493.8061003,6,0,3.3,无,住宅,493.8061003
468,新北川建筑,2010,540.0314779,6,0,3.3,无,住宅,540.0314779
469,新北川建筑,2010,680.7010655,6,0,3.3,无,住宅,680.7010655
470,新北川建筑,2010,493.0491757,4,0,3.6,无,住宅,493.0491757
471,新北川建筑,2010,794.9976397,6,0,3.3,无,住宅,794.9976397
472,新北川建筑,2010,425.9906232,3,0,3.6,无,住宅,425.9906232
473,新北川建筑,2010,565.8028632,6,0,3.3,无,住宅,565.8028632
474,新北川建筑,2010,1697.092534,4,0,3.6,无,住宅,1697.092534
475,新北川建筑,2010,582.1473788,6,0,3.3,无,住宅,582.1473788
476,新北川建筑,2010,979.0091938,6,0,3.3,无,住宅,979.0091938
477,新北川建筑,2010,764.0208278,6,0,3.3,无,住宅,764.0208278
478,新北川建筑,2010,1160.350456,3,0,3.6,无,住宅,1160.350456
479,新北川建筑,2010,871.2162889,6,0,3.3,无,住宅,871.2162889
480,新北川建筑,2010,624.3851016,6,0,3.3,无,住宅,624.3851016
481,新北川建筑,2010,822.2032104,11,1,3.3,无,住宅,822.2032104
482,新北川建筑,2010,545.6836845,4,0,3.6,无,住宅,545.6836845
483,新北川建筑,2010,4053.425012,11,1,3.3,无,住宅,4053.425012
484,新北川建筑,2010,749.1145858,4,0,3.6,无,住宅,749.1145858
485,新北川建筑,2010,677.9023652,6,0,3.3,无,住宅,677.9023652
486,新北川建筑,2010,978.8762297,6,0,3.3,无,住宅,978.8762297
487,新北川建筑,2010,1121.424467,6,0,3.3,无,住宅,1121.424467
488,新北川建筑,2010,893.7501917,6,0,3.3,无,住宅,893.7501917
489,新北川建筑,2010,1157.754355,6,0,3.3,无,住宅,1157.754355
490,新北川建筑,2010,765.3365355,6,0,3.3,无,住宅,765.3365355
491,新北川建筑,2010,1100.875112,6,0,3.3,无,住宅,1100.875112
492,新北川建筑,2010,1099.506639,4,0,3.6,无,住宅,1099.506639
493,新北川建筑,2010,2235.218171,11,1,3.3,无,住宅,2235.218171
494,新北川建筑,2010,637.1826364,11,1,3.3,无,住宅,637.1826364
495,新北川建筑,2010,397.9239752,3,0,3.6,无,住宅,397.9239752
496,新北川建筑,2010,755.8609355,6,0,3.3,无,住宅,755.8609355
497,新北川建筑,2010,1013.398798,6,0,3.3,无,住宅,1013.398798
498,新北川建筑,2010,623.8803044,6,0,3.3,无,住宅,623.8803044
499,新北川建筑,2010,1006.130007,6,0,3.3,无,住宅,1006.130007
500,新北川建筑,2010,1080.863934,6,0,3.3,无,住宅,1080.863934
501,新北川建筑,2010,376.2464033,3,0,3.6,无,住宅,376.2464033
502,新北川建筑,2010,1009.636291,6,0,3.3,无,住宅,1009.636291
503,新北川建筑,2010,1017.210734,6,0,3.3,无,住宅,1017.210734
504,新北川建筑,2010,645.8282572,6,0,3.3,无,住宅,645.8282572
505,新北川建筑,2010,610.9621936,6,0,3.3,无,住宅,610.9621936
506,新北川建筑,2010,828.5202568,11,1,3.3,无,住宅,828.5202568
507,新北川建筑,2010,187.6717835,2,0,3.6,无,住宅,187.6717835
508,新北川建筑,2010,627.8831943,6,0,3.3,无,住宅,627.8831943
509,新北川建筑,2010,899.317114,6,0,3.3,无,住宅,899.317114
510,新北川建筑,2010,723.7727152,6,0,3.3,无,住宅,723.7727152
511,新北川建筑,2010,731.577623,6,0,3.3,无,住宅,731.577623
512,新北川建筑,2010,718.284322,6,0,3.3,无,住宅,718.284322
513,新北川建筑,2010,412.1356978,3,0,3.6,无,住宅,412.1356978
514,新北川建筑,2010,643.0443711,6,0,3.3,无,住宅,643.0443711
515,新北川建筑,2010,715.6821899,6,0,3.3,无,住宅,715.6821899
516,新北川建筑,2010,584.1677998,6,0,3.3,无,住宅,584.1677998
517,新北川建筑,2010,1306.025732,3,0,3.6,无,住宅,1306.025732
518,新北川建筑,2010,597.873107,6,0,3.3,无,住宅,597.873107
519,新北川建筑,2010,2535.045442,11,1,3.3,无,住宅,2535.045442
520,新北川建筑,2010,1202.766381,11,1,3.3,无,住宅,1202.766381
521,新北川建筑,2010,804.1035256,6,0,3.3,无,住宅,804.1035256
522,新北川建筑,2010,1162.88979,6,0,3.3,无,住宅,1162.88979
523,新北川建筑,2010,394.946482,6,0,3.3,无,住宅,394.946482
524,新北川建筑,2010,948.0861632,6,0,3.3,无,住宅,948.0861632
525,新北川建筑,2010,638.6892779,6,0,3.3,无,住宅,638.6892779
526,新北川建筑,2010,685.1757659,6,0,3.3,无,住宅,685.1757659
527,新北川建筑,2010,728.9083499,6,0,3.3,无,住宅,728.9083499
528,新北川建筑,2010,878.9436556,11,1,3.3,无,住宅,878.9436556
529,新北川建筑,2010,610.1953484,6,0,3.3,无,住宅,610.1953484
530,新北川建筑,2010,2436.223084,5,0,3.6,无,住宅,2436.223084
531,新北川建筑,2010,1083.759316,4,0,3.6,无,住宅,1083.759316
532,新北川建筑,2010,573.6219524,1,0,3.6,无,住宅,573.6219524
533,新北川建筑,2010,748.7084549,6,0,3.3,无,住宅,748.7084549
